dataset,instance,solver,status,makespan,time_ms,time_limit_s,workers,seed,starts,output_format_ok,output_line
sm_j20,PSP94.SCH,solver_topological,feasible,85,0.8,,8,,,true,"19, 0, 8, 15, 0, 0, 0, 43, 15, 19, 27, 68, 51, 27, 51, 35, 44, 27, 76, 59"
sm_j20,PSP97.SCH,solver_topological,feasible,61,0.7,,8,,,true,"2, 5, 0, 2, 14, 19, 21, 21, 5, 23, 24, 24, 49, 49, 38, 59, 31, 45, 31, 21"
sm_j20,PSP95.SCH,solver_topological,feasible,58,0.9,,8,,,true,"32, 2, 13, 32, 22, 0, 0, 0, 22, 9, 35, 34, 55, 45, 50, 57, 45, 40, 45, 45"
sm_j20,PSP99.SCH,solver_topological,feasible,81,0.7,,8,,,true,"32, 0, 3, 3, 15, 0, 22, 11, 11, 67, 0, 61, 73, 51, 51, 42, 51, 42, 74, 61"
sm_j20,PSP98.SCH,solver_topological,feasible,95,0.8,,8,,,true,"0, 16, 16, 34, 26, 39, 9, 28, 0, 62, 34, 55, 45, 72, 62, 87, 79, 45, 72, 72"
sm_j20,PSP100.SCH,solver_topological,feasible,67,0.7,,8,,,true,"9, 1, 25, 0, 16, 16, 0, 0, 4, 42, 34, 25, 17, 58, 45, 48, 45, 48, 48, 60"
sm_j20,PSP101.SCH,solver_topological,feasible,52,0.6,,8,,,true,"3, 0, 0, 8, 1, 8, 3, 11, 0, 20, 36, 25, 18, 35, 35, 20, 44, 40, 36, 35"
sm_j20,PSP96.SCH,solver_topological,feasible,60,1.6,,8,,,true,"2, 0, 20, 29, 8, 20, 0, 16, 2, 30, 34, 44, 52, 50, 31, 34, 52, 41, 30, 30"
sm_j20,PSP102.SCH,solver_topological,feasible,82,0.7,,8,,,true,"15, 0, 6, 59, 62, 41, 0, 50, 44, 26, 44, 62, 0, 31, 73, 68, 15, 68, 20, 10"
sm_j20,PSP104.SCH,solver_topological,feasible,60,0.6,,8,,,true,"0, 0, 4, 0, 10, 49, 16, 16, 25, 39, 8, 29, 25, 23, 49, 56, 38, 8, 29, 20"
